id,quality_attribute,keyword,matched_word,match_idx,sentence,source,author,repo,version,wiki,url
https://github.com/google/deepvariant/issues/530:915,modifiability,servic,service,915,"Image /mnt overriding my machine's /mnt causing errors; I ran this using singularity. I tried to tell the system to read and write files to a folder in my machine's /mnt/ folder. I keep getting an error. After inspecting, it looks like this image has an empty /mnt/ directory that is not writable. This is a problem for us and many users because it is very common to store large amounts of data in the /mnt/ folder on servers that access shared space from a common storage device. Please tell your Dockerfile to ""RUN rm -rf /mnt/"" or something (I'm not a docker expert by any means). The deepvariant docker container clearly does not need /mnt/. **Setup**. - Centos 7. - deepvariant 1.3.0. - Singularity run pulling from here: docker://google/deepvariant:""1.3.0"". - quickstart example. **Steps to reproduce:**. ...please note that /mnt/share is an NFS mount. My server mounts a drive on another machine running nfs.service . mkdir -p /mnt/share/jasontest. cd /mnt/share/jasontest. INPUT_DIR=""${PWD}/quickstart-testdata"". DATA_HTTP_DIR=""https://storage.googleapis.com/deepvariant/quickstart-testdata"". mkdir -p ${INPUT_DIR}. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/NA12878_S1.chr20.10_10p1mb.bam. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/NA12878_S1.chr20.10_10p1mb.bam.bai. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/test_nist.b37_chr20_100kbp_at_10mb.bed. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/test_nist.b37_chr20_100kbp_at_10mb.vcf.gz. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/test_nist.b37_chr20_100kbp_at_10mb.vcf.gz.tbi. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/ucsc.hg19.chr20.unittest.fasta. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/ucsc.hg19.chr20.unittest.fasta.fai. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/ucsc.hg19.chr20.unittest.fasta.gz. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/ucsc.hg19.chr20.unittest.fasta.gz.fai. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/ucsc.hg19.chr20.unittest.fasta.gz.gzi. BIN_VERSION=""1.3.0"". OUTPUT_DIR=""${PWD}/quickstart-output"". mkdir -p ""${OUTPUT_DIR}"". singularity",MatchSource.ISSUE,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/530
https://github.com/google/deepvariant/issues/530:2563,modifiability,interm,intermediate,2563,"19.chr20.unittest.fasta. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/ucsc.hg19.chr20.unittest.fasta.fai. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/ucsc.hg19.chr20.unittest.fasta.gz. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/ucsc.hg19.chr20.unittest.fasta.gz.fai. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/ucsc.hg19.chr20.unittest.fasta.gz.gzi. BIN_VERSION=""1.3.0"". OUTPUT_DIR=""${PWD}/quickstart-output"". mkdir -p ""${OUTPUT_DIR}"". singularity run -B /usr/lib/locale/:/usr/lib/locale/ docker://google/deepvariant:""${BIN_VERSION}"" /opt/deepvariant/bin/run_deepvariant --model_type=WGS --ref=""${INPUT_DIR}""/ucsc.hg19.chr20.unittest.fasta --reads=""${INPUT_DIR}""/NA12878_S1.chr20.10_10p1mb.bam --regions ""chr20:10,000,000-10,010,000"" --output_vcf=""${OUTPUT_DIR}""/output.vcf.gz --output_gvcf=""${OUTPUT_DIR}""/output.g.vcf.gz --intermediate_results_dir ""${OUTPUT_DIR}/intermediate_results_dir"" --num_shards=1. . stack trace:. I0317 09:40:21.184321 140398386173760 run_deepvariant.py:341] Creating a directory for intermediate results in /mnt/share/jasontest/quickstart-output/intermediate_results_dir. Traceback (most recent call last):. File ""/opt/deepvariant/bin/run_deepvariant.py"", line 493, in <module>. app.run(main). File ""/usr/local/lib/python3.8/dist-packages/absl/app.py"", line 312, in run. _run_main(main, args). File ""/usr/local/lib/python3.8/dist-packages/absl/app.py"", line 258, in _run_main. sys.exit(main(argv)). File ""/opt/deepvariant/bin/run_deepvariant.py"", line 460, in main. intermediate_results_dir = check_or_create_intermediate_results_dir(. File ""/opt/deepvariant/bin/run_deepvariant.py"", line 343, in check_or_create_intermediate_results_dir. os.makedirs(intermediate_results_dir). File ""/usr/lib/python3.8/os.py"", line 213, in makedirs. makedirs(head, exist_ok=exist_ok). File ""/usr/lib/python3.8/os.py"", line 213, in makedirs. makedirs(head, exist_ok=exist_ok). File ""/usr/lib/python3.8/os.py"", line 213, in makedirs. makedirs(head, exist_ok=exist_ok). [Previous line repeated 1 more time]. ",MatchSource.ISSUE,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/530
https://github.com/google/deepvariant/issues/530:2750,modifiability,modul,module,2750,"${INPUT_DIR} ""${DATA_HTTP_DIR}""/ucsc.hg19.chr20.unittest.fasta.gz.fai. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/ucsc.hg19.chr20.unittest.fasta.gz.gzi. BIN_VERSION=""1.3.0"". OUTPUT_DIR=""${PWD}/quickstart-output"". mkdir -p ""${OUTPUT_DIR}"". singularity run -B /usr/lib/locale/:/usr/lib/locale/ docker://google/deepvariant:""${BIN_VERSION}"" /opt/deepvariant/bin/run_deepvariant --model_type=WGS --ref=""${INPUT_DIR}""/ucsc.hg19.chr20.unittest.fasta --reads=""${INPUT_DIR}""/NA12878_S1.chr20.10_10p1mb.bam --regions ""chr20:10,000,000-10,010,000"" --output_vcf=""${OUTPUT_DIR}""/output.vcf.gz --output_gvcf=""${OUTPUT_DIR}""/output.g.vcf.gz --intermediate_results_dir ""${OUTPUT_DIR}/intermediate_results_dir"" --num_shards=1. . stack trace:. I0317 09:40:21.184321 140398386173760 run_deepvariant.py:341] Creating a directory for intermediate results in /mnt/share/jasontest/quickstart-output/intermediate_results_dir. Traceback (most recent call last):. File ""/opt/deepvariant/bin/run_deepvariant.py"", line 493, in <module>. app.run(main). File ""/usr/local/lib/python3.8/dist-packages/absl/app.py"", line 312, in run. _run_main(main, args). File ""/usr/local/lib/python3.8/dist-packages/absl/app.py"", line 258, in _run_main. sys.exit(main(argv)). File ""/opt/deepvariant/bin/run_deepvariant.py"", line 460, in main. intermediate_results_dir = check_or_create_intermediate_results_dir(. File ""/opt/deepvariant/bin/run_deepvariant.py"", line 343, in check_or_create_intermediate_results_dir. os.makedirs(intermediate_results_dir). File ""/usr/lib/python3.8/os.py"", line 213, in makedirs. makedirs(head, exist_ok=exist_ok). File ""/usr/lib/python3.8/os.py"", line 213, in makedirs. makedirs(head, exist_ok=exist_ok). File ""/usr/lib/python3.8/os.py"", line 213, in makedirs. makedirs(head, exist_ok=exist_ok). [Previous line repeated 1 more time]. File ""/usr/lib/python3.8/os.py"", line 223, in makedirs. mkdir(name, mode). OSError: [Errno 30] Read-only file system: '/mnt/share'. **Does the quick start test work on your system?**. ",MatchSource.ISSUE,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/530
https://github.com/google/deepvariant/issues/530:2810,modifiability,pac,packages,2810,"a.gz.fai. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/ucsc.hg19.chr20.unittest.fasta.gz.gzi. BIN_VERSION=""1.3.0"". OUTPUT_DIR=""${PWD}/quickstart-output"". mkdir -p ""${OUTPUT_DIR}"". singularity run -B /usr/lib/locale/:/usr/lib/locale/ docker://google/deepvariant:""${BIN_VERSION}"" /opt/deepvariant/bin/run_deepvariant --model_type=WGS --ref=""${INPUT_DIR}""/ucsc.hg19.chr20.unittest.fasta --reads=""${INPUT_DIR}""/NA12878_S1.chr20.10_10p1mb.bam --regions ""chr20:10,000,000-10,010,000"" --output_vcf=""${OUTPUT_DIR}""/output.vcf.gz --output_gvcf=""${OUTPUT_DIR}""/output.g.vcf.gz --intermediate_results_dir ""${OUTPUT_DIR}/intermediate_results_dir"" --num_shards=1. . stack trace:. I0317 09:40:21.184321 140398386173760 run_deepvariant.py:341] Creating a directory for intermediate results in /mnt/share/jasontest/quickstart-output/intermediate_results_dir. Traceback (most recent call last):. File ""/opt/deepvariant/bin/run_deepvariant.py"", line 493, in <module>. app.run(main). File ""/usr/local/lib/python3.8/dist-packages/absl/app.py"", line 312, in run. _run_main(main, args). File ""/usr/local/lib/python3.8/dist-packages/absl/app.py"", line 258, in _run_main. sys.exit(main(argv)). File ""/opt/deepvariant/bin/run_deepvariant.py"", line 460, in main. intermediate_results_dir = check_or_create_intermediate_results_dir(. File ""/opt/deepvariant/bin/run_deepvariant.py"", line 343, in check_or_create_intermediate_results_dir. os.makedirs(intermediate_results_dir). File ""/usr/lib/python3.8/os.py"", line 213, in makedirs. makedirs(head, exist_ok=exist_ok). File ""/usr/lib/python3.8/os.py"", line 213, in makedirs. makedirs(head, exist_ok=exist_ok). File ""/usr/lib/python3.8/os.py"", line 213, in makedirs. makedirs(head, exist_ok=exist_ok). [Previous line repeated 1 more time]. File ""/usr/lib/python3.8/os.py"", line 223, in makedirs. mkdir(name, mode). OSError: [Errno 30] Read-only file system: '/mnt/share'. **Does the quick start test work on your system?**. The quick test works on my system as long as my data is not i",MatchSource.ISSUE,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/530
https://github.com/google/deepvariant/issues/530:2910,modifiability,pac,packages,2910,"""/ucsc.hg19.chr20.unittest.fasta.gz.gzi. BIN_VERSION=""1.3.0"". OUTPUT_DIR=""${PWD}/quickstart-output"". mkdir -p ""${OUTPUT_DIR}"". singularity run -B /usr/lib/locale/:/usr/lib/locale/ docker://google/deepvariant:""${BIN_VERSION}"" /opt/deepvariant/bin/run_deepvariant --model_type=WGS --ref=""${INPUT_DIR}""/ucsc.hg19.chr20.unittest.fasta --reads=""${INPUT_DIR}""/NA12878_S1.chr20.10_10p1mb.bam --regions ""chr20:10,000,000-10,010,000"" --output_vcf=""${OUTPUT_DIR}""/output.vcf.gz --output_gvcf=""${OUTPUT_DIR}""/output.g.vcf.gz --intermediate_results_dir ""${OUTPUT_DIR}/intermediate_results_dir"" --num_shards=1. . stack trace:. I0317 09:40:21.184321 140398386173760 run_deepvariant.py:341] Creating a directory for intermediate results in /mnt/share/jasontest/quickstart-output/intermediate_results_dir. Traceback (most recent call last):. File ""/opt/deepvariant/bin/run_deepvariant.py"", line 493, in <module>. app.run(main). File ""/usr/local/lib/python3.8/dist-packages/absl/app.py"", line 312, in run. _run_main(main, args). File ""/usr/local/lib/python3.8/dist-packages/absl/app.py"", line 258, in _run_main. sys.exit(main(argv)). File ""/opt/deepvariant/bin/run_deepvariant.py"", line 460, in main. intermediate_results_dir = check_or_create_intermediate_results_dir(. File ""/opt/deepvariant/bin/run_deepvariant.py"", line 343, in check_or_create_intermediate_results_dir. os.makedirs(intermediate_results_dir). File ""/usr/lib/python3.8/os.py"", line 213, in makedirs. makedirs(head, exist_ok=exist_ok). File ""/usr/lib/python3.8/os.py"", line 213, in makedirs. makedirs(head, exist_ok=exist_ok). File ""/usr/lib/python3.8/os.py"", line 213, in makedirs. makedirs(head, exist_ok=exist_ok). [Previous line repeated 1 more time]. File ""/usr/lib/python3.8/os.py"", line 223, in makedirs. mkdir(name, mode). OSError: [Errno 30] Read-only file system: '/mnt/share'. **Does the quick start test work on your system?**. The quick test works on my system as long as my data is not in the /mnt/ folder. **Any additional context:**.",MatchSource.ISSUE,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/530
https://github.com/google/deepvariant/issues/530:48,performance,error,errors,48,"Image /mnt overriding my machine's /mnt causing errors; I ran this using singularity. I tried to tell the system to read and write files to a folder in my machine's /mnt/ folder. I keep getting an error. After inspecting, it looks like this image has an empty /mnt/ directory that is not writable. This is a problem for us and many users because it is very common to store large amounts of data in the /mnt/ folder on servers that access shared space from a common storage device. Please tell your Dockerfile to ""RUN rm -rf /mnt/"" or something (I'm not a docker expert by any means). The deepvariant docker container clearly does not need /mnt/. **Setup**. - Centos 7. - deepvariant 1.3.0. - Singularity run pulling from here: docker://google/deepvariant:""1.3.0"". - quickstart example. **Steps to reproduce:**. ...please note that /mnt/share is an NFS mount. My server mounts a drive on another machine running nfs.service . mkdir -p /mnt/share/jasontest. cd /mnt/share/jasontest. INPUT_DIR=""${PWD}/quickstart-testdata"". DATA_HTTP_DIR=""https://storage.googleapis.com/deepvariant/quickstart-testdata"". mkdir -p ${INPUT_DIR}. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/NA12878_S1.chr20.10_10p1mb.bam. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/NA12878_S1.chr20.10_10p1mb.bam.bai. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/test_nist.b37_chr20_100kbp_at_10mb.bed. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/test_nist.b37_chr20_100kbp_at_10mb.vcf.gz. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/test_nist.b37_chr20_100kbp_at_10mb.vcf.gz.tbi. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/ucsc.hg19.chr20.unittest.fasta. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/ucsc.hg19.chr20.unittest.fasta.fai. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/ucsc.hg19.chr20.unittest.fasta.gz. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/ucsc.hg19.chr20.unittest.fasta.gz.fai. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/ucsc.hg19.chr20.unittest.fasta.gz.gzi. BIN_VERSION=""1.3.0"". OUTPUT_DIR=""${PWD}/quickstart-output"". mkdir -p ""${OUTPUT_DIR}"". singularity",MatchSource.ISSUE,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/530
https://github.com/google/deepvariant/issues/530:197,performance,error,error,197,"Image /mnt overriding my machine's /mnt causing errors; I ran this using singularity. I tried to tell the system to read and write files to a folder in my machine's /mnt/ folder. I keep getting an error. After inspecting, it looks like this image has an empty /mnt/ directory that is not writable. This is a problem for us and many users because it is very common to store large amounts of data in the /mnt/ folder on servers that access shared space from a common storage device. Please tell your Dockerfile to ""RUN rm -rf /mnt/"" or something (I'm not a docker expert by any means). The deepvariant docker container clearly does not need /mnt/. **Setup**. - Centos 7. - deepvariant 1.3.0. - Singularity run pulling from here: docker://google/deepvariant:""1.3.0"". - quickstart example. **Steps to reproduce:**. ...please note that /mnt/share is an NFS mount. My server mounts a drive on another machine running nfs.service . mkdir -p /mnt/share/jasontest. cd /mnt/share/jasontest. INPUT_DIR=""${PWD}/quickstart-testdata"". DATA_HTTP_DIR=""https://storage.googleapis.com/deepvariant/quickstart-testdata"". mkdir -p ${INPUT_DIR}. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/NA12878_S1.chr20.10_10p1mb.bam. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/NA12878_S1.chr20.10_10p1mb.bam.bai. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/test_nist.b37_chr20_100kbp_at_10mb.bed. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/test_nist.b37_chr20_100kbp_at_10mb.vcf.gz. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/test_nist.b37_chr20_100kbp_at_10mb.vcf.gz.tbi. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/ucsc.hg19.chr20.unittest.fasta. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/ucsc.hg19.chr20.unittest.fasta.fai. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/ucsc.hg19.chr20.unittest.fasta.gz. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/ucsc.hg19.chr20.unittest.fasta.gz.fai. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/ucsc.hg19.chr20.unittest.fasta.gz.gzi. BIN_VERSION=""1.3.0"". OUTPUT_DIR=""${PWD}/quickstart-output"". mkdir -p ""${OUTPUT_DIR}"". singularity",MatchSource.ISSUE,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/530
https://github.com/google/deepvariant/issues/530:3562,performance,time,time,3562,"""/ucsc.hg19.chr20.unittest.fasta.gz.gzi. BIN_VERSION=""1.3.0"". OUTPUT_DIR=""${PWD}/quickstart-output"". mkdir -p ""${OUTPUT_DIR}"". singularity run -B /usr/lib/locale/:/usr/lib/locale/ docker://google/deepvariant:""${BIN_VERSION}"" /opt/deepvariant/bin/run_deepvariant --model_type=WGS --ref=""${INPUT_DIR}""/ucsc.hg19.chr20.unittest.fasta --reads=""${INPUT_DIR}""/NA12878_S1.chr20.10_10p1mb.bam --regions ""chr20:10,000,000-10,010,000"" --output_vcf=""${OUTPUT_DIR}""/output.vcf.gz --output_gvcf=""${OUTPUT_DIR}""/output.g.vcf.gz --intermediate_results_dir ""${OUTPUT_DIR}/intermediate_results_dir"" --num_shards=1. . stack trace:. I0317 09:40:21.184321 140398386173760 run_deepvariant.py:341] Creating a directory for intermediate results in /mnt/share/jasontest/quickstart-output/intermediate_results_dir. Traceback (most recent call last):. File ""/opt/deepvariant/bin/run_deepvariant.py"", line 493, in <module>. app.run(main). File ""/usr/local/lib/python3.8/dist-packages/absl/app.py"", line 312, in run. _run_main(main, args). File ""/usr/local/lib/python3.8/dist-packages/absl/app.py"", line 258, in _run_main. sys.exit(main(argv)). File ""/opt/deepvariant/bin/run_deepvariant.py"", line 460, in main. intermediate_results_dir = check_or_create_intermediate_results_dir(. File ""/opt/deepvariant/bin/run_deepvariant.py"", line 343, in check_or_create_intermediate_results_dir. os.makedirs(intermediate_results_dir). File ""/usr/lib/python3.8/os.py"", line 213, in makedirs. makedirs(head, exist_ok=exist_ok). File ""/usr/lib/python3.8/os.py"", line 213, in makedirs. makedirs(head, exist_ok=exist_ok). File ""/usr/lib/python3.8/os.py"", line 213, in makedirs. makedirs(head, exist_ok=exist_ok). [Previous line repeated 1 more time]. File ""/usr/lib/python3.8/os.py"", line 223, in makedirs. mkdir(name, mode). OSError: [Errno 30] Read-only file system: '/mnt/share'. **Does the quick start test work on your system?**. The quick test works on my system as long as my data is not in the /mnt/ folder. **Any additional context:**.",MatchSource.ISSUE,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/530
https://github.com/google/deepvariant/issues/530:625,reliability,doe,does,625,"Image /mnt overriding my machine's /mnt causing errors; I ran this using singularity. I tried to tell the system to read and write files to a folder in my machine's /mnt/ folder. I keep getting an error. After inspecting, it looks like this image has an empty /mnt/ directory that is not writable. This is a problem for us and many users because it is very common to store large amounts of data in the /mnt/ folder on servers that access shared space from a common storage device. Please tell your Dockerfile to ""RUN rm -rf /mnt/"" or something (I'm not a docker expert by any means). The deepvariant docker container clearly does not need /mnt/. **Setup**. - Centos 7. - deepvariant 1.3.0. - Singularity run pulling from here: docker://google/deepvariant:""1.3.0"". - quickstart example. **Steps to reproduce:**. ...please note that /mnt/share is an NFS mount. My server mounts a drive on another machine running nfs.service . mkdir -p /mnt/share/jasontest. cd /mnt/share/jasontest. INPUT_DIR=""${PWD}/quickstart-testdata"". DATA_HTTP_DIR=""https://storage.googleapis.com/deepvariant/quickstart-testdata"". mkdir -p ${INPUT_DIR}. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/NA12878_S1.chr20.10_10p1mb.bam. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/NA12878_S1.chr20.10_10p1mb.bam.bai. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/test_nist.b37_chr20_100kbp_at_10mb.bed. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/test_nist.b37_chr20_100kbp_at_10mb.vcf.gz. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/test_nist.b37_chr20_100kbp_at_10mb.vcf.gz.tbi. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/ucsc.hg19.chr20.unittest.fasta. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/ucsc.hg19.chr20.unittest.fasta.fai. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/ucsc.hg19.chr20.unittest.fasta.gz. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/ucsc.hg19.chr20.unittest.fasta.gz.fai. wget -P ${INPUT_DIR} ""${DATA_HTTP_DIR}""/ucsc.hg19.chr20.unittest.fasta.gz.gzi. BIN_VERSION=""1.3.0"". OUTPUT_DIR=""${PWD}/quickstart-output"". mkdir -p ""${OUTPUT_DIR}"". singularity",MatchSource.ISSUE,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/530
https://github.com/google/deepvariant/issues/530:3703,reliability,Doe,Does,3703,"""/ucsc.hg19.chr20.unittest.fasta.gz.gzi. BIN_VERSION=""1.3.0"". OUTPUT_DIR=""${PWD}/quickstart-output"". mkdir -p ""${OUTPUT_DIR}"". singularity run -B /usr/lib/locale/:/usr/lib/locale/ docker://google/deepvariant:""${BIN_VERSION}"" /opt/deepvariant/bin/run_deepvariant --model_type=WGS --ref=""${INPUT_DIR}""/ucsc.hg19.chr20.unittest.fasta --reads=""${INPUT_DIR}""/NA12878_S1.chr20.10_10p1mb.bam --regions ""chr20:10,000,000-10,010,000"" --output_vcf=""${OUTPUT_DIR}""/output.vcf.gz --output_gvcf=""${OUTPUT_DIR}""/output.g.vcf.gz --intermediate_results_dir ""${OUTPUT_DIR}/intermediate_results_dir"" --num_shards=1. . stack trace:. I0317 09:40:21.184321 140398386173760 run_deepvariant.py:341] Creating a directory for intermediate results in /mnt/share/jasontest/quickstart-output/intermediate_results_dir. Traceback (most recent call last):. File ""/opt/deepvariant/bin/run_deepvariant.py"", line 493, in <module>. app.run(main). File ""/usr/local/lib/python3.8/dist-packages/absl/app.py"", line 312, in run. _run_main(main, args). File ""/usr/local/lib/python3.8/dist-packages/absl/app.py"", line 258, in _run_main. sys.exit(main(argv)). File ""/opt/deepvariant/bin/run_deepvariant.py"", line 460, in main. intermediate_results_dir = check_or_create_intermediate_results_dir(. File ""/opt/deepvariant/bin/run_deepvariant.py"", line 343, in check_or_create_intermediate_results_dir. os.makedirs(intermediate_results_dir). File ""/usr/lib/python3.8/os.py"", line 213, in makedirs. makedirs(head, exist_ok=exist_ok). File ""/usr/lib/python3.8/os.py"", line 213, in makedirs. makedirs(head, exist_ok=exist_ok). File ""/usr/lib/python3.8/os.py"", line 213, in makedirs. makedirs(head, exist_ok=exist_ok). [Previous line repeated 1 more time]. File ""/usr/lib/python3.8/os.py"", line 223, in makedirs. mkdir(name, mode). OSError: [Errno 30] Read-only file system: '/mnt/share'. **Does the quick start test work on your system?**. The quick test works on my system as long as my data is not in the /mnt/ folder. **Any additional context:**.",MatchSource.ISSUE,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/530
