id,quality_attribute,keyword,matched_word,match_idx,sentence,source,author,repo,version,wiki,url
https://github.com/google/deepvariant/issues/20:1379,deployability,build,build,1379,"deepvariant does not build from source; I am following the instructions under:. https://github.com/google/deepvariant/blob/r0.4/docs/deepvariant-build-test.md. 1. start GCE image : Ubuntu 16.04 with 100GB. git clone https://github.com/google/deepvariant. cd deepvariant. ./build-prereq.sh. ./build_and_test.sh. ```. ... ++ export DV_INSTALL_GPU_DRIVERS=0. ++ DV_INSTALL_GPU_DRIVERS=0. +++ which python. ++ export PYTHON_BIN_PATH=/usr/bin/python. ++ PYTHON_BIN_PATH=/usr/bin/python. ++ export USE_DEFAULT_PYTHON_LIB_PATH=1. ++ USE_DEFAULT_PYTHON_LIB_PATH=1. ++ export 'DV_COPT_FLAGS=--copt=-msse4.1 --copt=-msse4.2 --copt=-mavx --copt=-O3'. ++ DV_COPT_FLAGS='--copt=-msse4.1 --copt=-msse4.2 --copt=-mavx --copt=-O3'. ++ export DV_TENSORFLOW_GIT_SHA=ab0fcaceda001825654424bf18e8a8e0f8d39df2. ++ DV_TENSORFLOW_GIT_SHA=ab0fcaceda001825654424bf18e8a8e0f8d39df2. + [[ 0 = \1 ]]. + bazel test -c opt --copt=-msse4.1 --copt=-msse4.2 --copt=-mavx --copt=-O3 deepvariant/... (17:54:59) INFO: Current date is 2017-12-22. (17:55:18) ERROR: /home/<mypath>/0fcc5a420905d68918d80793ee59fab4/external/com_goo. glesource_code_re2/BUILD:96:1: First argument of 'load' must be a label and start. with either '//', ':', or '@'. Us. e --incompatible_load_argument_is_label=false to temporarily disable this check. ... (17:55:26) ERROR: Analysis of target '//deepvariant/testing:gunit_extras' failed; build aborted: Loading failed. (17:55:26) INFO: Elapsed time: 27.289s. (17:55:26) FAILED: Build did NOT complete successfully (50 packages loaded). (17:55:26) ERROR: Couldn't start the build. Unable to run tests. ```",MatchSource.ISSUE,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/20
https://github.com/google/deepvariant/issues/20:1402,deployability,fail,failed,1402,"deepvariant does not build from source; I am following the instructions under:. https://github.com/google/deepvariant/blob/r0.4/docs/deepvariant-build-test.md. 1. start GCE image : Ubuntu 16.04 with 100GB. git clone https://github.com/google/deepvariant. cd deepvariant. ./build-prereq.sh. ./build_and_test.sh. ```. ... ++ export DV_INSTALL_GPU_DRIVERS=0. ++ DV_INSTALL_GPU_DRIVERS=0. +++ which python. ++ export PYTHON_BIN_PATH=/usr/bin/python. ++ PYTHON_BIN_PATH=/usr/bin/python. ++ export USE_DEFAULT_PYTHON_LIB_PATH=1. ++ USE_DEFAULT_PYTHON_LIB_PATH=1. ++ export 'DV_COPT_FLAGS=--copt=-msse4.1 --copt=-msse4.2 --copt=-mavx --copt=-O3'. ++ DV_COPT_FLAGS='--copt=-msse4.1 --copt=-msse4.2 --copt=-mavx --copt=-O3'. ++ export DV_TENSORFLOW_GIT_SHA=ab0fcaceda001825654424bf18e8a8e0f8d39df2. ++ DV_TENSORFLOW_GIT_SHA=ab0fcaceda001825654424bf18e8a8e0f8d39df2. + [[ 0 = \1 ]]. + bazel test -c opt --copt=-msse4.1 --copt=-msse4.2 --copt=-mavx --copt=-O3 deepvariant/... (17:54:59) INFO: Current date is 2017-12-22. (17:55:18) ERROR: /home/<mypath>/0fcc5a420905d68918d80793ee59fab4/external/com_goo. glesource_code_re2/BUILD:96:1: First argument of 'load' must be a label and start. with either '//', ':', or '@'. Us. e --incompatible_load_argument_is_label=false to temporarily disable this check. ... (17:55:26) ERROR: Analysis of target '//deepvariant/testing:gunit_extras' failed; build aborted: Loading failed. (17:55:26) INFO: Elapsed time: 27.289s. (17:55:26) FAILED: Build did NOT complete successfully (50 packages loaded). (17:55:26) ERROR: Couldn't start the build. Unable to run tests. ```",MatchSource.ISSUE,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/20
https://github.com/google/deepvariant/issues/20:1461,deployability,FAIL,FAILED,1461,"deepvariant does not build from source; I am following the instructions under:. https://github.com/google/deepvariant/blob/r0.4/docs/deepvariant-build-test.md. 1. start GCE image : Ubuntu 16.04 with 100GB. git clone https://github.com/google/deepvariant. cd deepvariant. ./build-prereq.sh. ./build_and_test.sh. ```. ... ++ export DV_INSTALL_GPU_DRIVERS=0. ++ DV_INSTALL_GPU_DRIVERS=0. +++ which python. ++ export PYTHON_BIN_PATH=/usr/bin/python. ++ PYTHON_BIN_PATH=/usr/bin/python. ++ export USE_DEFAULT_PYTHON_LIB_PATH=1. ++ USE_DEFAULT_PYTHON_LIB_PATH=1. ++ export 'DV_COPT_FLAGS=--copt=-msse4.1 --copt=-msse4.2 --copt=-mavx --copt=-O3'. ++ DV_COPT_FLAGS='--copt=-msse4.1 --copt=-msse4.2 --copt=-mavx --copt=-O3'. ++ export DV_TENSORFLOW_GIT_SHA=ab0fcaceda001825654424bf18e8a8e0f8d39df2. ++ DV_TENSORFLOW_GIT_SHA=ab0fcaceda001825654424bf18e8a8e0f8d39df2. + [[ 0 = \1 ]]. + bazel test -c opt --copt=-msse4.1 --copt=-msse4.2 --copt=-mavx --copt=-O3 deepvariant/... (17:54:59) INFO: Current date is 2017-12-22. (17:55:18) ERROR: /home/<mypath>/0fcc5a420905d68918d80793ee59fab4/external/com_goo. glesource_code_re2/BUILD:96:1: First argument of 'load' must be a label and start. with either '//', ':', or '@'. Us. e --incompatible_load_argument_is_label=false to temporarily disable this check. ... (17:55:26) ERROR: Analysis of target '//deepvariant/testing:gunit_extras' failed; build aborted: Loading failed. (17:55:26) INFO: Elapsed time: 27.289s. (17:55:26) FAILED: Build did NOT complete successfully (50 packages loaded). (17:55:26) ERROR: Couldn't start the build. Unable to run tests. ```",MatchSource.ISSUE,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/20
https://github.com/google/deepvariant/issues/20:1469,deployability,Build,Build,1469,"deepvariant does not build from source; I am following the instructions under:. https://github.com/google/deepvariant/blob/r0.4/docs/deepvariant-build-test.md. 1. start GCE image : Ubuntu 16.04 with 100GB. git clone https://github.com/google/deepvariant. cd deepvariant. ./build-prereq.sh. ./build_and_test.sh. ```. ... ++ export DV_INSTALL_GPU_DRIVERS=0. ++ DV_INSTALL_GPU_DRIVERS=0. +++ which python. ++ export PYTHON_BIN_PATH=/usr/bin/python. ++ PYTHON_BIN_PATH=/usr/bin/python. ++ export USE_DEFAULT_PYTHON_LIB_PATH=1. ++ USE_DEFAULT_PYTHON_LIB_PATH=1. ++ export 'DV_COPT_FLAGS=--copt=-msse4.1 --copt=-msse4.2 --copt=-mavx --copt=-O3'. ++ DV_COPT_FLAGS='--copt=-msse4.1 --copt=-msse4.2 --copt=-mavx --copt=-O3'. ++ export DV_TENSORFLOW_GIT_SHA=ab0fcaceda001825654424bf18e8a8e0f8d39df2. ++ DV_TENSORFLOW_GIT_SHA=ab0fcaceda001825654424bf18e8a8e0f8d39df2. + [[ 0 = \1 ]]. + bazel test -c opt --copt=-msse4.1 --copt=-msse4.2 --copt=-mavx --copt=-O3 deepvariant/... (17:54:59) INFO: Current date is 2017-12-22. (17:55:18) ERROR: /home/<mypath>/0fcc5a420905d68918d80793ee59fab4/external/com_goo. glesource_code_re2/BUILD:96:1: First argument of 'load' must be a label and start. with either '//', ':', or '@'. Us. e --incompatible_load_argument_is_label=false to temporarily disable this check. ... (17:55:26) ERROR: Analysis of target '//deepvariant/testing:gunit_extras' failed; build aborted: Loading failed. (17:55:26) INFO: Elapsed time: 27.289s. (17:55:26) FAILED: Build did NOT complete successfully (50 packages loaded). (17:55:26) ERROR: Couldn't start the build. Unable to run tests. ```",MatchSource.ISSUE,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/20
https://github.com/google/deepvariant/issues/20:1564,deployability,build,build,1564,"deepvariant does not build from source; I am following the instructions under:. https://github.com/google/deepvariant/blob/r0.4/docs/deepvariant-build-test.md. 1. start GCE image : Ubuntu 16.04 with 100GB. git clone https://github.com/google/deepvariant. cd deepvariant. ./build-prereq.sh. ./build_and_test.sh. ```. ... ++ export DV_INSTALL_GPU_DRIVERS=0. ++ DV_INSTALL_GPU_DRIVERS=0. +++ which python. ++ export PYTHON_BIN_PATH=/usr/bin/python. ++ PYTHON_BIN_PATH=/usr/bin/python. ++ export USE_DEFAULT_PYTHON_LIB_PATH=1. ++ USE_DEFAULT_PYTHON_LIB_PATH=1. ++ export 'DV_COPT_FLAGS=--copt=-msse4.1 --copt=-msse4.2 --copt=-mavx --copt=-O3'. ++ DV_COPT_FLAGS='--copt=-msse4.1 --copt=-msse4.2 --copt=-mavx --copt=-O3'. ++ export DV_TENSORFLOW_GIT_SHA=ab0fcaceda001825654424bf18e8a8e0f8d39df2. ++ DV_TENSORFLOW_GIT_SHA=ab0fcaceda001825654424bf18e8a8e0f8d39df2. + [[ 0 = \1 ]]. + bazel test -c opt --copt=-msse4.1 --copt=-msse4.2 --copt=-mavx --copt=-O3 deepvariant/... (17:54:59) INFO: Current date is 2017-12-22. (17:55:18) ERROR: /home/<mypath>/0fcc5a420905d68918d80793ee59fab4/external/com_goo. glesource_code_re2/BUILD:96:1: First argument of 'load' must be a label and start. with either '//', ':', or '@'. Us. e --incompatible_load_argument_is_label=false to temporarily disable this check. ... (17:55:26) ERROR: Analysis of target '//deepvariant/testing:gunit_extras' failed; build aborted: Loading failed. (17:55:26) INFO: Elapsed time: 27.289s. (17:55:26) FAILED: Build did NOT complete successfully (50 packages loaded). (17:55:26) ERROR: Couldn't start the build. Unable to run tests. ```",MatchSource.ISSUE,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/20
https://github.com/google/deepvariant/issues/20:982,energy efficiency,Current,Current,982,"deepvariant does not build from source; I am following the instructions under:. https://github.com/google/deepvariant/blob/r0.4/docs/deepvariant-build-test.md. 1. start GCE image : Ubuntu 16.04 with 100GB. git clone https://github.com/google/deepvariant. cd deepvariant. ./build-prereq.sh. ./build_and_test.sh. ```. ... ++ export DV_INSTALL_GPU_DRIVERS=0. ++ DV_INSTALL_GPU_DRIVERS=0. +++ which python. ++ export PYTHON_BIN_PATH=/usr/bin/python. ++ PYTHON_BIN_PATH=/usr/bin/python. ++ export USE_DEFAULT_PYTHON_LIB_PATH=1. ++ USE_DEFAULT_PYTHON_LIB_PATH=1. ++ export 'DV_COPT_FLAGS=--copt=-msse4.1 --copt=-msse4.2 --copt=-mavx --copt=-O3'. ++ DV_COPT_FLAGS='--copt=-msse4.1 --copt=-msse4.2 --copt=-mavx --copt=-O3'. ++ export DV_TENSORFLOW_GIT_SHA=ab0fcaceda001825654424bf18e8a8e0f8d39df2. ++ DV_TENSORFLOW_GIT_SHA=ab0fcaceda001825654424bf18e8a8e0f8d39df2. + [[ 0 = \1 ]]. + bazel test -c opt --copt=-msse4.1 --copt=-msse4.2 --copt=-mavx --copt=-O3 deepvariant/... (17:54:59) INFO: Current date is 2017-12-22. (17:55:18) ERROR: /home/<mypath>/0fcc5a420905d68918d80793ee59fab4/external/com_goo. glesource_code_re2/BUILD:96:1: First argument of 'load' must be a label and start. with either '//', ':', or '@'. Us. e --incompatible_load_argument_is_label=false to temporarily disable this check. ... (17:55:26) ERROR: Analysis of target '//deepvariant/testing:gunit_extras' failed; build aborted: Loading failed. (17:55:26) INFO: Elapsed time: 27.289s. (17:55:26) FAILED: Build did NOT complete successfully (50 packages loaded). (17:55:26) ERROR: Couldn't start the build. Unable to run tests. ```",MatchSource.ISSUE,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/20
https://github.com/google/deepvariant/issues/20:1144,energy efficiency,load,load,1144,"deepvariant does not build from source; I am following the instructions under:. https://github.com/google/deepvariant/blob/r0.4/docs/deepvariant-build-test.md. 1. start GCE image : Ubuntu 16.04 with 100GB. git clone https://github.com/google/deepvariant. cd deepvariant. ./build-prereq.sh. ./build_and_test.sh. ```. ... ++ export DV_INSTALL_GPU_DRIVERS=0. ++ DV_INSTALL_GPU_DRIVERS=0. +++ which python. ++ export PYTHON_BIN_PATH=/usr/bin/python. ++ PYTHON_BIN_PATH=/usr/bin/python. ++ export USE_DEFAULT_PYTHON_LIB_PATH=1. ++ USE_DEFAULT_PYTHON_LIB_PATH=1. ++ export 'DV_COPT_FLAGS=--copt=-msse4.1 --copt=-msse4.2 --copt=-mavx --copt=-O3'. ++ DV_COPT_FLAGS='--copt=-msse4.1 --copt=-msse4.2 --copt=-mavx --copt=-O3'. ++ export DV_TENSORFLOW_GIT_SHA=ab0fcaceda001825654424bf18e8a8e0f8d39df2. ++ DV_TENSORFLOW_GIT_SHA=ab0fcaceda001825654424bf18e8a8e0f8d39df2. + [[ 0 = \1 ]]. + bazel test -c opt --copt=-msse4.1 --copt=-msse4.2 --copt=-mavx --copt=-O3 deepvariant/... (17:54:59) INFO: Current date is 2017-12-22. (17:55:18) ERROR: /home/<mypath>/0fcc5a420905d68918d80793ee59fab4/external/com_goo. glesource_code_re2/BUILD:96:1: First argument of 'load' must be a label and start. with either '//', ':', or '@'. Us. e --incompatible_load_argument_is_label=false to temporarily disable this check. ... (17:55:26) ERROR: Analysis of target '//deepvariant/testing:gunit_extras' failed; build aborted: Loading failed. (17:55:26) INFO: Elapsed time: 27.289s. (17:55:26) FAILED: Build did NOT complete successfully (50 packages loaded). (17:55:26) ERROR: Couldn't start the build. Unable to run tests. ```",MatchSource.ISSUE,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/20
https://github.com/google/deepvariant/issues/20:1394,energy efficiency,Load,Loading,1394,"deepvariant does not build from source; I am following the instructions under:. https://github.com/google/deepvariant/blob/r0.4/docs/deepvariant-build-test.md. 1. start GCE image : Ubuntu 16.04 with 100GB. git clone https://github.com/google/deepvariant. cd deepvariant. ./build-prereq.sh. ./build_and_test.sh. ```. ... ++ export DV_INSTALL_GPU_DRIVERS=0. ++ DV_INSTALL_GPU_DRIVERS=0. +++ which python. ++ export PYTHON_BIN_PATH=/usr/bin/python. ++ PYTHON_BIN_PATH=/usr/bin/python. ++ export USE_DEFAULT_PYTHON_LIB_PATH=1. ++ USE_DEFAULT_PYTHON_LIB_PATH=1. ++ export 'DV_COPT_FLAGS=--copt=-msse4.1 --copt=-msse4.2 --copt=-mavx --copt=-O3'. ++ DV_COPT_FLAGS='--copt=-msse4.1 --copt=-msse4.2 --copt=-mavx --copt=-O3'. ++ export DV_TENSORFLOW_GIT_SHA=ab0fcaceda001825654424bf18e8a8e0f8d39df2. ++ DV_TENSORFLOW_GIT_SHA=ab0fcaceda001825654424bf18e8a8e0f8d39df2. + [[ 0 = \1 ]]. + bazel test -c opt --copt=-msse4.1 --copt=-msse4.2 --copt=-mavx --copt=-O3 deepvariant/... (17:54:59) INFO: Current date is 2017-12-22. (17:55:18) ERROR: /home/<mypath>/0fcc5a420905d68918d80793ee59fab4/external/com_goo. glesource_code_re2/BUILD:96:1: First argument of 'load' must be a label and start. with either '//', ':', or '@'. Us. e --incompatible_load_argument_is_label=false to temporarily disable this check. ... (17:55:26) ERROR: Analysis of target '//deepvariant/testing:gunit_extras' failed; build aborted: Loading failed. (17:55:26) INFO: Elapsed time: 27.289s. (17:55:26) FAILED: Build did NOT complete successfully (50 packages loaded). (17:55:26) ERROR: Couldn't start the build. Unable to run tests. ```",MatchSource.ISSUE,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/20
https://github.com/google/deepvariant/issues/20:1518,energy efficiency,load,loaded,1518,"deepvariant does not build from source; I am following the instructions under:. https://github.com/google/deepvariant/blob/r0.4/docs/deepvariant-build-test.md. 1. start GCE image : Ubuntu 16.04 with 100GB. git clone https://github.com/google/deepvariant. cd deepvariant. ./build-prereq.sh. ./build_and_test.sh. ```. ... ++ export DV_INSTALL_GPU_DRIVERS=0. ++ DV_INSTALL_GPU_DRIVERS=0. +++ which python. ++ export PYTHON_BIN_PATH=/usr/bin/python. ++ PYTHON_BIN_PATH=/usr/bin/python. ++ export USE_DEFAULT_PYTHON_LIB_PATH=1. ++ USE_DEFAULT_PYTHON_LIB_PATH=1. ++ export 'DV_COPT_FLAGS=--copt=-msse4.1 --copt=-msse4.2 --copt=-mavx --copt=-O3'. ++ DV_COPT_FLAGS='--copt=-msse4.1 --copt=-msse4.2 --copt=-mavx --copt=-O3'. ++ export DV_TENSORFLOW_GIT_SHA=ab0fcaceda001825654424bf18e8a8e0f8d39df2. ++ DV_TENSORFLOW_GIT_SHA=ab0fcaceda001825654424bf18e8a8e0f8d39df2. + [[ 0 = \1 ]]. + bazel test -c opt --copt=-msse4.1 --copt=-msse4.2 --copt=-mavx --copt=-O3 deepvariant/... (17:54:59) INFO: Current date is 2017-12-22. (17:55:18) ERROR: /home/<mypath>/0fcc5a420905d68918d80793ee59fab4/external/com_goo. glesource_code_re2/BUILD:96:1: First argument of 'load' must be a label and start. with either '//', ':', or '@'. Us. e --incompatible_load_argument_is_label=false to temporarily disable this check. ... (17:55:26) ERROR: Analysis of target '//deepvariant/testing:gunit_extras' failed; build aborted: Loading failed. (17:55:26) INFO: Elapsed time: 27.289s. (17:55:26) FAILED: Build did NOT complete successfully (50 packages loaded). (17:55:26) ERROR: Couldn't start the build. Unable to run tests. ```",MatchSource.ISSUE,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/20
https://github.com/google/deepvariant/issues/20:1509,modifiability,pac,packages,1509,"deepvariant does not build from source; I am following the instructions under:. https://github.com/google/deepvariant/blob/r0.4/docs/deepvariant-build-test.md. 1. start GCE image : Ubuntu 16.04 with 100GB. git clone https://github.com/google/deepvariant. cd deepvariant. ./build-prereq.sh. ./build_and_test.sh. ```. ... ++ export DV_INSTALL_GPU_DRIVERS=0. ++ DV_INSTALL_GPU_DRIVERS=0. +++ which python. ++ export PYTHON_BIN_PATH=/usr/bin/python. ++ PYTHON_BIN_PATH=/usr/bin/python. ++ export USE_DEFAULT_PYTHON_LIB_PATH=1. ++ USE_DEFAULT_PYTHON_LIB_PATH=1. ++ export 'DV_COPT_FLAGS=--copt=-msse4.1 --copt=-msse4.2 --copt=-mavx --copt=-O3'. ++ DV_COPT_FLAGS='--copt=-msse4.1 --copt=-msse4.2 --copt=-mavx --copt=-O3'. ++ export DV_TENSORFLOW_GIT_SHA=ab0fcaceda001825654424bf18e8a8e0f8d39df2. ++ DV_TENSORFLOW_GIT_SHA=ab0fcaceda001825654424bf18e8a8e0f8d39df2. + [[ 0 = \1 ]]. + bazel test -c opt --copt=-msse4.1 --copt=-msse4.2 --copt=-mavx --copt=-O3 deepvariant/... (17:54:59) INFO: Current date is 2017-12-22. (17:55:18) ERROR: /home/<mypath>/0fcc5a420905d68918d80793ee59fab4/external/com_goo. glesource_code_re2/BUILD:96:1: First argument of 'load' must be a label and start. with either '//', ':', or '@'. Us. e --incompatible_load_argument_is_label=false to temporarily disable this check. ... (17:55:26) ERROR: Analysis of target '//deepvariant/testing:gunit_extras' failed; build aborted: Loading failed. (17:55:26) INFO: Elapsed time: 27.289s. (17:55:26) FAILED: Build did NOT complete successfully (50 packages loaded). (17:55:26) ERROR: Couldn't start the build. Unable to run tests. ```",MatchSource.ISSUE,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/20
