id,quality_attribute,keyword,matched_word,match_idx,sentence,source,author,repo,version,wiki,url
https://github.com/google/deepvariant/issues/812:2319,availability,echo,echo,2319,"9.3"". ```. ## Install Singularity. I don't have Singularity on the machine yet, so:. https://docs.sylabs.io/guides/4.1/user-guide/quick_start.html#quick-installation-steps. ```bash. sudo yum update -y && \. sudo yum groupinstall -y 'Development Tools' && \. sudo yum install -y \. openssl-devel \. libuuid-devel \. libseccomp-devel \. wget \. squashfs-tools. ```. ```. sudo yum groupinstall -y 'Development Tools'. # Install RPM packages for dependencies. sudo yum install -y \. autoconf \. automake \. cryptsetup \. fuse3-devel \. git \. glib2-devel \. libseccomp-devel \. libtool \. runc \. squashfs-tools \. wget \. zlib-devel. ```. ```bash. sudo dnf install dnf-plugins-core. sudo dnf copr enable dctrud/squashfs-tools-ng. sudo dnf install squashfs-tools-ng. ```. ```bash. export VERSION=1.21.0 OS=linux ARCH=amd64 && \. wget https://dl.google.com/go/go$VERSION.$OS-$ARCH.tar.gz && \. sudo tar -C /usr/local -xzvf go$VERSION.$OS-$ARCH.tar.gz && \. rm go$VERSION.$OS-$ARCH.tar.gz. ```. ```bash. echo 'export PATH=/usr/local/go/bin:$PATH' >> ~/.bashrc && \. source ~/.bashrc. ```. ```bash. export VERSION=4.1.0 && \. wget https://github.com/sylabs/singularity/releases/download/v${VERSION}/singularity-ce-${VERSION}.tar.gz && \. tar -xzf singularity-ce-${VERSION}.tar.gz && \. cd singularity-ce-${VERSION}. ```. ```bash. ./mconfig && \. make -C builddir && \. sudo make -C builddir install. ```. At this point, I have singularity installed. ```bash. $ singularity --version. singularity-ce version 4.1.0. ```. ## Get data and run DeepVariant. Now, let me try to follow similar steps:. ```bash. singularity build DeepVariant_1.6.1.sif docker://google/deepvariant:1.6.1. ```. From here, I used https://github.com/google/deepvariant/blob/r1.6.1/docs/deepvariant-pacbio-model-case-study.md to test. Download data:. ```bash. mkdir -p reference. FTPDIR=ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids. curl ${FTPDIR}/GCA_000001405.15_G",MatchSource.ISSUE_COMMENT,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/812
https://github.com/google/deepvariant/issues/812:2492,availability,down,download,2492,"`bash. sudo yum update -y && \. sudo yum groupinstall -y 'Development Tools' && \. sudo yum install -y \. openssl-devel \. libuuid-devel \. libseccomp-devel \. wget \. squashfs-tools. ```. ```. sudo yum groupinstall -y 'Development Tools'. # Install RPM packages for dependencies. sudo yum install -y \. autoconf \. automake \. cryptsetup \. fuse3-devel \. git \. glib2-devel \. libseccomp-devel \. libtool \. runc \. squashfs-tools \. wget \. zlib-devel. ```. ```bash. sudo dnf install dnf-plugins-core. sudo dnf copr enable dctrud/squashfs-tools-ng. sudo dnf install squashfs-tools-ng. ```. ```bash. export VERSION=1.21.0 OS=linux ARCH=amd64 && \. wget https://dl.google.com/go/go$VERSION.$OS-$ARCH.tar.gz && \. sudo tar -C /usr/local -xzvf go$VERSION.$OS-$ARCH.tar.gz && \. rm go$VERSION.$OS-$ARCH.tar.gz. ```. ```bash. echo 'export PATH=/usr/local/go/bin:$PATH' >> ~/.bashrc && \. source ~/.bashrc. ```. ```bash. export VERSION=4.1.0 && \. wget https://github.com/sylabs/singularity/releases/download/v${VERSION}/singularity-ce-${VERSION}.tar.gz && \. tar -xzf singularity-ce-${VERSION}.tar.gz && \. cd singularity-ce-${VERSION}. ```. ```bash. ./mconfig && \. make -C builddir && \. sudo make -C builddir install. ```. At this point, I have singularity installed. ```bash. $ singularity --version. singularity-ce version 4.1.0. ```. ## Get data and run DeepVariant. Now, let me try to follow similar steps:. ```bash. singularity build DeepVariant_1.6.1.sif docker://google/deepvariant:1.6.1. ```. From here, I used https://github.com/google/deepvariant/blob/r1.6.1/docs/deepvariant-pacbio-model-case-study.md to test. Download data:. ```bash. mkdir -p reference. FTPDIR=ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids. curl ${FTPDIR}/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz | gunzip > reference/GRCh38_no_alt_analysis_set.fasta. curl ${FTPDIR}/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.fai > reference/GRCh38_n",MatchSource.ISSUE_COMMENT,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/812
https://github.com/google/deepvariant/issues/812:3118,availability,Down,Download,3118,"=linux ARCH=amd64 && \. wget https://dl.google.com/go/go$VERSION.$OS-$ARCH.tar.gz && \. sudo tar -C /usr/local -xzvf go$VERSION.$OS-$ARCH.tar.gz && \. rm go$VERSION.$OS-$ARCH.tar.gz. ```. ```bash. echo 'export PATH=/usr/local/go/bin:$PATH' >> ~/.bashrc && \. source ~/.bashrc. ```. ```bash. export VERSION=4.1.0 && \. wget https://github.com/sylabs/singularity/releases/download/v${VERSION}/singularity-ce-${VERSION}.tar.gz && \. tar -xzf singularity-ce-${VERSION}.tar.gz && \. cd singularity-ce-${VERSION}. ```. ```bash. ./mconfig && \. make -C builddir && \. sudo make -C builddir install. ```. At this point, I have singularity installed. ```bash. $ singularity --version. singularity-ce version 4.1.0. ```. ## Get data and run DeepVariant. Now, let me try to follow similar steps:. ```bash. singularity build DeepVariant_1.6.1.sif docker://google/deepvariant:1.6.1. ```. From here, I used https://github.com/google/deepvariant/blob/r1.6.1/docs/deepvariant-pacbio-model-case-study.md to test. Download data:. ```bash. mkdir -p reference. FTPDIR=ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids. curl ${FTPDIR}/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz | gunzip > reference/GRCh38_no_alt_analysis_set.fasta. curl ${FTPDIR}/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.fai > reference/GRCh38_no_alt_analysis_set.fasta.fai. ```. ```bash. mkdir -p input. HTTPDIR=https://downloads.pacbcloud.com/public/dataset/HG003/deepvariant-case-study. curl ${HTTPDIR}/HG003.GRCh38.chr20.pFDA_truthv2.bam > input/HG003.GRCh38.chr20.pFDA_truthv2.bam. curl ${HTTPDIR}/HG003.GRCh38.chr20.pFDA_truthv2.bam.bai > input/HG003.GRCh38.chr20.pFDA_truthv2.bam.bai. ```. ```bash. ulimit -u 10000. BIN_VERSION=""1.6.1"". mkdir -p deepvariant_output. ```. @Carl-labhub mentioned ""When I run it, I’m doing so from an interactive session with singularity exec"". I'm a bit confused by this. Maybe you mean `singularity shell`? So I tried:. ```bash. sin",MatchSource.ISSUE_COMMENT,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/812
https://github.com/google/deepvariant/issues/812:3572,availability,down,downloads,3572,"{VERSION}.tar.gz && \. cd singularity-ce-${VERSION}. ```. ```bash. ./mconfig && \. make -C builddir && \. sudo make -C builddir install. ```. At this point, I have singularity installed. ```bash. $ singularity --version. singularity-ce version 4.1.0. ```. ## Get data and run DeepVariant. Now, let me try to follow similar steps:. ```bash. singularity build DeepVariant_1.6.1.sif docker://google/deepvariant:1.6.1. ```. From here, I used https://github.com/google/deepvariant/blob/r1.6.1/docs/deepvariant-pacbio-model-case-study.md to test. Download data:. ```bash. mkdir -p reference. FTPDIR=ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids. curl ${FTPDIR}/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz | gunzip > reference/GRCh38_no_alt_analysis_set.fasta. curl ${FTPDIR}/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.fai > reference/GRCh38_no_alt_analysis_set.fasta.fai. ```. ```bash. mkdir -p input. HTTPDIR=https://downloads.pacbcloud.com/public/dataset/HG003/deepvariant-case-study. curl ${HTTPDIR}/HG003.GRCh38.chr20.pFDA_truthv2.bam > input/HG003.GRCh38.chr20.pFDA_truthv2.bam. curl ${HTTPDIR}/HG003.GRCh38.chr20.pFDA_truthv2.bam.bai > input/HG003.GRCh38.chr20.pFDA_truthv2.bam.bai. ```. ```bash. ulimit -u 10000. BIN_VERSION=""1.6.1"". mkdir -p deepvariant_output. ```. @Carl-labhub mentioned ""When I run it, I’m doing so from an interactive session with singularity exec"". I'm a bit confused by this. Maybe you mean `singularity shell`? So I tried:. ```bash. singularity shell --bind /usr/lib/locale/ DeepVariant_1.6.1.sif. ```. This gets into a shell mode, then I ran:. ```. Singularity> /opt/deepvariant/bin/run_deepvariant \. > --model_type PACBIO \. > --ref reference/GRCh38_no_alt_analysis_set.fasta \. > --reads input/HG003.GRCh38.chr20.pFDA_truthv2.bam \. > --output_vcf deepvariant_output/output.vcf.gz \. > --num_shards $(nproc) \. > --regions chr20. ```. Directly `singularity exec` with the command (just l",MatchSource.ISSUE_COMMENT,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/812
https://github.com/google/deepvariant/issues/812:4906,availability,error,errors,4906,"i.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids. curl ${FTPDIR}/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz | gunzip > reference/GRCh38_no_alt_analysis_set.fasta. curl ${FTPDIR}/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.fai > reference/GRCh38_no_alt_analysis_set.fasta.fai. ```. ```bash. mkdir -p input. HTTPDIR=https://downloads.pacbcloud.com/public/dataset/HG003/deepvariant-case-study. curl ${HTTPDIR}/HG003.GRCh38.chr20.pFDA_truthv2.bam > input/HG003.GRCh38.chr20.pFDA_truthv2.bam. curl ${HTTPDIR}/HG003.GRCh38.chr20.pFDA_truthv2.bam.bai > input/HG003.GRCh38.chr20.pFDA_truthv2.bam.bai. ```. ```bash. ulimit -u 10000. BIN_VERSION=""1.6.1"". mkdir -p deepvariant_output. ```. @Carl-labhub mentioned ""When I run it, I’m doing so from an interactive session with singularity exec"". I'm a bit confused by this. Maybe you mean `singularity shell`? So I tried:. ```bash. singularity shell --bind /usr/lib/locale/ DeepVariant_1.6.1.sif. ```. This gets into a shell mode, then I ran:. ```. Singularity> /opt/deepvariant/bin/run_deepvariant \. > --model_type PACBIO \. > --ref reference/GRCh38_no_alt_analysis_set.fasta \. > --reads input/HG003.GRCh38.chr20.pFDA_truthv2.bam \. > --output_vcf deepvariant_output/output.vcf.gz \. > --num_shards $(nproc) \. > --regions chr20. ```. Directly `singularity exec` with the command (just like https://github.com/google/deepvariant/blob/r1.6.1/docs/deepvariant-pacbio-model-case-study.md) should be fine too. My `make_examples` step completed without any issues. It took:. ```. real 9m7.540s. user 215m38.303s. sys 6m41.297s. ```. I let the whole run finish just to be sure. --> The full run also completed without any errors. @Carl-labhub, can you check what I did above, and see what might be different on your side? And, there were previous GitHub issues that might be worth reading through to see if there are any relevant clues. For example: https://github.com/google/deepvariant/issues/677.",MatchSource.ISSUE_COMMENT,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/812
https://github.com/google/deepvariant/issues/812:71,deployability,version,version,71,"# Attempt to reproduce the issue. ## Get a machine with the same Linux version. I used GCP to get a machine to test. Hopefully this provides a similar environment:. `gcloud compute instances create ""${USER}-test"" --scopes ""compute-rw,storage-full,cloud-platform"" --image-family almalinux-9 --image-project almalinux-cloud --machine-type ""n1-standard-64"" --zone ""us-west1-b""`. I ssh'ed into the machine:. ```bash. gcloud compute ssh pichuan-test --zone ""us-west1-b"". ```. Check the Linux version:. ```. $ uname -a. Linux pichuan-test.us-west1-b.c.brain-genomics.google.com.internal 5.14.0-362.24.2.el9_3.x86_64 #1 SMP PREEMPT_DYNAMIC Sat Mar 30 14:11:54 EDT 2024 x86_64 x86_64 x86_64 GNU/Linux. ```. And I ran this too:. ```. $ cat /etc/os-release. NAME=""AlmaLinux"". VERSION=""9.3 (Shamrock Pampas Cat)"". ID=""almalinux"". ID_LIKE=""rhel centos fedora"". VERSION_ID=""9.3"". PLATFORM_ID=""platform:el9"". PRETTY_NAME=""AlmaLinux 9.3 (Shamrock Pampas Cat)"". ANSI_COLOR=""0;34"". LOGO=""fedora-logo-icon"". CPE_NAME=""cpe:/o:almalinux:almalinux:9::baseos"". HOME_URL=""https://almalinux.org/"". DOCUMENTATION_URL=""https://wiki.almalinux.org/"". BUG_REPORT_URL=""https://bugs.almalinux.org/"". ALMALINUX_MANTISBT_PROJECT=""AlmaLinux-9"". ALMALINUX_MANTISBT_PROJECT_VERSION=""9.3"". REDHAT_SUPPORT_PRODUCT=""AlmaLinux"". REDHAT_SUPPORT_PRODUCT_VERSION=""9.3"". ```. ## Install Singularity. I don't have Singularity on the machine yet, so:. https://docs.sylabs.io/guides/4.1/user-guide/quick_start.html#quick-installation-steps. ```bash. sudo yum update -y && \. sudo yum groupinstall -y 'Development Tools' && \. sudo yum install -y \. openssl-devel \. libuuid-devel \. libseccomp-devel \. wget \. squashfs-tools. ```. ```. sudo yum groupinstall -y 'Development Tools'. # Install RPM packages for dependencies. sudo yum install -y \. autoconf \. automake \. cryptsetup \. fuse3-devel \. git \. glib2-devel \. libseccomp-devel \. libtool \. runc \. squashfs-tools \. wget \. zlib-devel. ```. ```bash. sudo dnf install dnf-plugins-core.",MatchSource.ISSUE_COMMENT,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/812
https://github.com/google/deepvariant/issues/812:487,deployability,version,version,487,"# Attempt to reproduce the issue. ## Get a machine with the same Linux version. I used GCP to get a machine to test. Hopefully this provides a similar environment:. `gcloud compute instances create ""${USER}-test"" --scopes ""compute-rw,storage-full,cloud-platform"" --image-family almalinux-9 --image-project almalinux-cloud --machine-type ""n1-standard-64"" --zone ""us-west1-b""`. I ssh'ed into the machine:. ```bash. gcloud compute ssh pichuan-test --zone ""us-west1-b"". ```. Check the Linux version:. ```. $ uname -a. Linux pichuan-test.us-west1-b.c.brain-genomics.google.com.internal 5.14.0-362.24.2.el9_3.x86_64 #1 SMP PREEMPT_DYNAMIC Sat Mar 30 14:11:54 EDT 2024 x86_64 x86_64 x86_64 GNU/Linux. ```. And I ran this too:. ```. $ cat /etc/os-release. NAME=""AlmaLinux"". VERSION=""9.3 (Shamrock Pampas Cat)"". ID=""almalinux"". ID_LIKE=""rhel centos fedora"". VERSION_ID=""9.3"". PLATFORM_ID=""platform:el9"". PRETTY_NAME=""AlmaLinux 9.3 (Shamrock Pampas Cat)"". ANSI_COLOR=""0;34"". LOGO=""fedora-logo-icon"". CPE_NAME=""cpe:/o:almalinux:almalinux:9::baseos"". HOME_URL=""https://almalinux.org/"". DOCUMENTATION_URL=""https://wiki.almalinux.org/"". BUG_REPORT_URL=""https://bugs.almalinux.org/"". ALMALINUX_MANTISBT_PROJECT=""AlmaLinux-9"". ALMALINUX_MANTISBT_PROJECT_VERSION=""9.3"". REDHAT_SUPPORT_PRODUCT=""AlmaLinux"". REDHAT_SUPPORT_PRODUCT_VERSION=""9.3"". ```. ## Install Singularity. I don't have Singularity on the machine yet, so:. https://docs.sylabs.io/guides/4.1/user-guide/quick_start.html#quick-installation-steps. ```bash. sudo yum update -y && \. sudo yum groupinstall -y 'Development Tools' && \. sudo yum install -y \. openssl-devel \. libuuid-devel \. libseccomp-devel \. wget \. squashfs-tools. ```. ```. sudo yum groupinstall -y 'Development Tools'. # Install RPM packages for dependencies. sudo yum install -y \. autoconf \. automake \. cryptsetup \. fuse3-devel \. git \. glib2-devel \. libseccomp-devel \. libtool \. runc \. squashfs-tools \. wget \. zlib-devel. ```. ```bash. sudo dnf install dnf-plugins-core.",MatchSource.ISSUE_COMMENT,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/812
https://github.com/google/deepvariant/issues/812:739,deployability,releas,release,739,"# Attempt to reproduce the issue. ## Get a machine with the same Linux version. I used GCP to get a machine to test. Hopefully this provides a similar environment:. `gcloud compute instances create ""${USER}-test"" --scopes ""compute-rw,storage-full,cloud-platform"" --image-family almalinux-9 --image-project almalinux-cloud --machine-type ""n1-standard-64"" --zone ""us-west1-b""`. I ssh'ed into the machine:. ```bash. gcloud compute ssh pichuan-test --zone ""us-west1-b"". ```. Check the Linux version:. ```. $ uname -a. Linux pichuan-test.us-west1-b.c.brain-genomics.google.com.internal 5.14.0-362.24.2.el9_3.x86_64 #1 SMP PREEMPT_DYNAMIC Sat Mar 30 14:11:54 EDT 2024 x86_64 x86_64 x86_64 GNU/Linux. ```. And I ran this too:. ```. $ cat /etc/os-release. NAME=""AlmaLinux"". VERSION=""9.3 (Shamrock Pampas Cat)"". ID=""almalinux"". ID_LIKE=""rhel centos fedora"". VERSION_ID=""9.3"". PLATFORM_ID=""platform:el9"". PRETTY_NAME=""AlmaLinux 9.3 (Shamrock Pampas Cat)"". ANSI_COLOR=""0;34"". LOGO=""fedora-logo-icon"". CPE_NAME=""cpe:/o:almalinux:almalinux:9::baseos"". HOME_URL=""https://almalinux.org/"". DOCUMENTATION_URL=""https://wiki.almalinux.org/"". BUG_REPORT_URL=""https://bugs.almalinux.org/"". ALMALINUX_MANTISBT_PROJECT=""AlmaLinux-9"". ALMALINUX_MANTISBT_PROJECT_VERSION=""9.3"". REDHAT_SUPPORT_PRODUCT=""AlmaLinux"". REDHAT_SUPPORT_PRODUCT_VERSION=""9.3"". ```. ## Install Singularity. I don't have Singularity on the machine yet, so:. https://docs.sylabs.io/guides/4.1/user-guide/quick_start.html#quick-installation-steps. ```bash. sudo yum update -y && \. sudo yum groupinstall -y 'Development Tools' && \. sudo yum install -y \. openssl-devel \. libuuid-devel \. libseccomp-devel \. wget \. squashfs-tools. ```. ```. sudo yum groupinstall -y 'Development Tools'. # Install RPM packages for dependencies. sudo yum install -y \. autoconf \. automake \. cryptsetup \. fuse3-devel \. git \. glib2-devel \. libseccomp-devel \. libtool \. runc \. squashfs-tools \. wget \. zlib-devel. ```. ```bash. sudo dnf install dnf-plugins-core.",MatchSource.ISSUE_COMMENT,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/812
https://github.com/google/deepvariant/issues/812:766,deployability,VERSION,VERSION,766,"# Attempt to reproduce the issue. ## Get a machine with the same Linux version. I used GCP to get a machine to test. Hopefully this provides a similar environment:. `gcloud compute instances create ""${USER}-test"" --scopes ""compute-rw,storage-full,cloud-platform"" --image-family almalinux-9 --image-project almalinux-cloud --machine-type ""n1-standard-64"" --zone ""us-west1-b""`. I ssh'ed into the machine:. ```bash. gcloud compute ssh pichuan-test --zone ""us-west1-b"". ```. Check the Linux version:. ```. $ uname -a. Linux pichuan-test.us-west1-b.c.brain-genomics.google.com.internal 5.14.0-362.24.2.el9_3.x86_64 #1 SMP PREEMPT_DYNAMIC Sat Mar 30 14:11:54 EDT 2024 x86_64 x86_64 x86_64 GNU/Linux. ```. And I ran this too:. ```. $ cat /etc/os-release. NAME=""AlmaLinux"". VERSION=""9.3 (Shamrock Pampas Cat)"". ID=""almalinux"". ID_LIKE=""rhel centos fedora"". VERSION_ID=""9.3"". PLATFORM_ID=""platform:el9"". PRETTY_NAME=""AlmaLinux 9.3 (Shamrock Pampas Cat)"". ANSI_COLOR=""0;34"". LOGO=""fedora-logo-icon"". CPE_NAME=""cpe:/o:almalinux:almalinux:9::baseos"". HOME_URL=""https://almalinux.org/"". DOCUMENTATION_URL=""https://wiki.almalinux.org/"". BUG_REPORT_URL=""https://bugs.almalinux.org/"". ALMALINUX_MANTISBT_PROJECT=""AlmaLinux-9"". ALMALINUX_MANTISBT_PROJECT_VERSION=""9.3"". REDHAT_SUPPORT_PRODUCT=""AlmaLinux"". REDHAT_SUPPORT_PRODUCT_VERSION=""9.3"". ```. ## Install Singularity. I don't have Singularity on the machine yet, so:. https://docs.sylabs.io/guides/4.1/user-guide/quick_start.html#quick-installation-steps. ```bash. sudo yum update -y && \. sudo yum groupinstall -y 'Development Tools' && \. sudo yum install -y \. openssl-devel \. libuuid-devel \. libseccomp-devel \. wget \. squashfs-tools. ```. ```. sudo yum groupinstall -y 'Development Tools'. # Install RPM packages for dependencies. sudo yum install -y \. autoconf \. automake \. cryptsetup \. fuse3-devel \. git \. glib2-devel \. libseccomp-devel \. libtool \. runc \. squashfs-tools \. wget \. zlib-devel. ```. ```bash. sudo dnf install dnf-plugins-core.",MatchSource.ISSUE_COMMENT,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/812
https://github.com/google/deepvariant/issues/812:965,deployability,LOG,LOGO,965,"# Attempt to reproduce the issue. ## Get a machine with the same Linux version. I used GCP to get a machine to test. Hopefully this provides a similar environment:. `gcloud compute instances create ""${USER}-test"" --scopes ""compute-rw,storage-full,cloud-platform"" --image-family almalinux-9 --image-project almalinux-cloud --machine-type ""n1-standard-64"" --zone ""us-west1-b""`. I ssh'ed into the machine:. ```bash. gcloud compute ssh pichuan-test --zone ""us-west1-b"". ```. Check the Linux version:. ```. $ uname -a. Linux pichuan-test.us-west1-b.c.brain-genomics.google.com.internal 5.14.0-362.24.2.el9_3.x86_64 #1 SMP PREEMPT_DYNAMIC Sat Mar 30 14:11:54 EDT 2024 x86_64 x86_64 x86_64 GNU/Linux. ```. And I ran this too:. ```. $ cat /etc/os-release. NAME=""AlmaLinux"". VERSION=""9.3 (Shamrock Pampas Cat)"". ID=""almalinux"". ID_LIKE=""rhel centos fedora"". VERSION_ID=""9.3"". PLATFORM_ID=""platform:el9"". PRETTY_NAME=""AlmaLinux 9.3 (Shamrock Pampas Cat)"". ANSI_COLOR=""0;34"". LOGO=""fedora-logo-icon"". CPE_NAME=""cpe:/o:almalinux:almalinux:9::baseos"". HOME_URL=""https://almalinux.org/"". DOCUMENTATION_URL=""https://wiki.almalinux.org/"". BUG_REPORT_URL=""https://bugs.almalinux.org/"". ALMALINUX_MANTISBT_PROJECT=""AlmaLinux-9"". ALMALINUX_MANTISBT_PROJECT_VERSION=""9.3"". REDHAT_SUPPORT_PRODUCT=""AlmaLinux"". REDHAT_SUPPORT_PRODUCT_VERSION=""9.3"". ```. ## Install Singularity. I don't have Singularity on the machine yet, so:. https://docs.sylabs.io/guides/4.1/user-guide/quick_start.html#quick-installation-steps. ```bash. sudo yum update -y && \. sudo yum groupinstall -y 'Development Tools' && \. sudo yum install -y \. openssl-devel \. libuuid-devel \. libseccomp-devel \. wget \. squashfs-tools. ```. ```. sudo yum groupinstall -y 'Development Tools'. # Install RPM packages for dependencies. sudo yum install -y \. autoconf \. automake \. cryptsetup \. fuse3-devel \. git \. glib2-devel \. libseccomp-devel \. libtool \. runc \. squashfs-tools \. wget \. zlib-devel. ```. ```bash. sudo dnf install dnf-plugins-core.",MatchSource.ISSUE_COMMENT,google,deepvariant,v1.6.1,,https://github.com/google/deepvariant/issues/812
