id,quality_attribute,keyword,matched_word,match_idx,sentence,source,author,repo,version,wiki,url
https://github.com/broadinstitute/gatk/pull/6499#issuecomment-608574955:144,Testability,Test,Test,144,Travis reported job failures from build [29897](https://travis-ci.com/broadinstitute/gatk/builds/158264975); Failures in the following jobs:. | Test Type | JDK | Job ID | Logs |; | --------- |---- | ------ | ---- |; | python | openjdk8 | [29897.5](https://travis-ci.com/broadinstitute/gatk/jobs/313702266) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.5/tests/test/index.html) |; | integration | oraclejdk8 | [29897.12](https://travis-ci.com/broadinstitute/gatk/jobs/313702273) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.12/tests/test/index.html) |; | cloud | openjdk8 | [29897.1](https://travis-ci.com/broadinstitute/gatk/jobs/313702262) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.1/tests/test/index.html) |; | integration | openjdk11 | [29897.13](https://travis-ci.com/broadinstitute/gatk/jobs/313702274) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.13/tests/test/index.html) |; | integration | openjdk8 | [29897.2](https://travis-ci.com/broadinstitute/gatk/jobs/313702263) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.2/tests/test/index.html) |; | cloud | openjdk11 | [29897.15](https://travis-ci.com/broadinstitute/gatk/jobs/313702276) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.15/tests/test/index.html) |; | variantcalling | openjdk8 | [29897.4](https://travis-ci.com/broadinstitute/gatk/jobs/313702265) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.4/tests/test/index.html) |,MatchSource.ISSUE_COMMENT,broadinstitute,gatk,4.6.0.0,https://software.broadinstitute.org/gatk,https://github.com/broadinstitute/gatk/pull/6499#issuecomment-608574955
https://github.com/broadinstitute/gatk/pull/6499#issuecomment-608574955:171,Testability,Log,Logs,171,Travis reported job failures from build [29897](https://travis-ci.com/broadinstitute/gatk/builds/158264975); Failures in the following jobs:. | Test Type | JDK | Job ID | Logs |; | --------- |---- | ------ | ---- |; | python | openjdk8 | [29897.5](https://travis-ci.com/broadinstitute/gatk/jobs/313702266) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.5/tests/test/index.html) |; | integration | oraclejdk8 | [29897.12](https://travis-ci.com/broadinstitute/gatk/jobs/313702273) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.12/tests/test/index.html) |; | cloud | openjdk8 | [29897.1](https://travis-ci.com/broadinstitute/gatk/jobs/313702262) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.1/tests/test/index.html) |; | integration | openjdk11 | [29897.13](https://travis-ci.com/broadinstitute/gatk/jobs/313702274) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.13/tests/test/index.html) |; | integration | openjdk8 | [29897.2](https://travis-ci.com/broadinstitute/gatk/jobs/313702263) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.2/tests/test/index.html) |; | cloud | openjdk11 | [29897.15](https://travis-ci.com/broadinstitute/gatk/jobs/313702276) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.15/tests/test/index.html) |; | variantcalling | openjdk8 | [29897.4](https://travis-ci.com/broadinstitute/gatk/jobs/313702265) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.4/tests/test/index.html) |,MatchSource.ISSUE_COMMENT,broadinstitute,gatk,4.6.0.0,https://software.broadinstitute.org/gatk,https://github.com/broadinstitute/gatk/pull/6499#issuecomment-608574955
https://github.com/broadinstitute/gatk/pull/6499#issuecomment-608574955:309,Testability,log,logs,309,Travis reported job failures from build [29897](https://travis-ci.com/broadinstitute/gatk/builds/158264975); Failures in the following jobs:. | Test Type | JDK | Job ID | Logs |; | --------- |---- | ------ | ---- |; | python | openjdk8 | [29897.5](https://travis-ci.com/broadinstitute/gatk/jobs/313702266) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.5/tests/test/index.html) |; | integration | oraclejdk8 | [29897.12](https://travis-ci.com/broadinstitute/gatk/jobs/313702273) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.12/tests/test/index.html) |; | cloud | openjdk8 | [29897.1](https://travis-ci.com/broadinstitute/gatk/jobs/313702262) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.1/tests/test/index.html) |; | integration | openjdk11 | [29897.13](https://travis-ci.com/broadinstitute/gatk/jobs/313702274) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.13/tests/test/index.html) |; | integration | openjdk8 | [29897.2](https://travis-ci.com/broadinstitute/gatk/jobs/313702263) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.2/tests/test/index.html) |; | cloud | openjdk11 | [29897.15](https://travis-ci.com/broadinstitute/gatk/jobs/313702276) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.15/tests/test/index.html) |; | variantcalling | openjdk8 | [29897.4](https://travis-ci.com/broadinstitute/gatk/jobs/313702265) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.4/tests/test/index.html) |,MatchSource.ISSUE_COMMENT,broadinstitute,gatk,4.6.0.0,https://software.broadinstitute.org/gatk,https://github.com/broadinstitute/gatk/pull/6499#issuecomment-608574955
https://github.com/broadinstitute/gatk/pull/6499#issuecomment-608574955:357,Testability,test,test-logs,357,Travis reported job failures from build [29897](https://travis-ci.com/broadinstitute/gatk/builds/158264975); Failures in the following jobs:. | Test Type | JDK | Job ID | Logs |; | --------- |---- | ------ | ---- |; | python | openjdk8 | [29897.5](https://travis-ci.com/broadinstitute/gatk/jobs/313702266) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.5/tests/test/index.html) |; | integration | oraclejdk8 | [29897.12](https://travis-ci.com/broadinstitute/gatk/jobs/313702273) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.12/tests/test/index.html) |; | cloud | openjdk8 | [29897.1](https://travis-ci.com/broadinstitute/gatk/jobs/313702262) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.1/tests/test/index.html) |; | integration | openjdk11 | [29897.13](https://travis-ci.com/broadinstitute/gatk/jobs/313702274) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.13/tests/test/index.html) |; | integration | openjdk8 | [29897.2](https://travis-ci.com/broadinstitute/gatk/jobs/313702263) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.2/tests/test/index.html) |; | cloud | openjdk11 | [29897.15](https://travis-ci.com/broadinstitute/gatk/jobs/313702276) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.15/tests/test/index.html) |; | variantcalling | openjdk8 | [29897.4](https://travis-ci.com/broadinstitute/gatk/jobs/313702265) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.4/tests/test/index.html) |,MatchSource.ISSUE_COMMENT,broadinstitute,gatk,4.6.0.0,https://software.broadinstitute.org/gatk,https://github.com/broadinstitute/gatk/pull/6499#issuecomment-608574955
https://github.com/broadinstitute/gatk/pull/6499#issuecomment-608574955:396,Testability,test,tests,396,Travis reported job failures from build [29897](https://travis-ci.com/broadinstitute/gatk/builds/158264975); Failures in the following jobs:. | Test Type | JDK | Job ID | Logs |; | --------- |---- | ------ | ---- |; | python | openjdk8 | [29897.5](https://travis-ci.com/broadinstitute/gatk/jobs/313702266) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.5/tests/test/index.html) |; | integration | oraclejdk8 | [29897.12](https://travis-ci.com/broadinstitute/gatk/jobs/313702273) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.12/tests/test/index.html) |; | cloud | openjdk8 | [29897.1](https://travis-ci.com/broadinstitute/gatk/jobs/313702262) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.1/tests/test/index.html) |; | integration | openjdk11 | [29897.13](https://travis-ci.com/broadinstitute/gatk/jobs/313702274) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.13/tests/test/index.html) |; | integration | openjdk8 | [29897.2](https://travis-ci.com/broadinstitute/gatk/jobs/313702263) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.2/tests/test/index.html) |; | cloud | openjdk11 | [29897.15](https://travis-ci.com/broadinstitute/gatk/jobs/313702276) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.15/tests/test/index.html) |; | variantcalling | openjdk8 | [29897.4](https://travis-ci.com/broadinstitute/gatk/jobs/313702265) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.4/tests/test/index.html) |,MatchSource.ISSUE_COMMENT,broadinstitute,gatk,4.6.0.0,https://software.broadinstitute.org/gatk,https://github.com/broadinstitute/gatk/pull/6499#issuecomment-608574955
https://github.com/broadinstitute/gatk/pull/6499#issuecomment-608574955:402,Testability,test,test,402,Travis reported job failures from build [29897](https://travis-ci.com/broadinstitute/gatk/builds/158264975); Failures in the following jobs:. | Test Type | JDK | Job ID | Logs |; | --------- |---- | ------ | ---- |; | python | openjdk8 | [29897.5](https://travis-ci.com/broadinstitute/gatk/jobs/313702266) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.5/tests/test/index.html) |; | integration | oraclejdk8 | [29897.12](https://travis-ci.com/broadinstitute/gatk/jobs/313702273) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.12/tests/test/index.html) |; | cloud | openjdk8 | [29897.1](https://travis-ci.com/broadinstitute/gatk/jobs/313702262) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.1/tests/test/index.html) |; | integration | openjdk11 | [29897.13](https://travis-ci.com/broadinstitute/gatk/jobs/313702274) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.13/tests/test/index.html) |; | integration | openjdk8 | [29897.2](https://travis-ci.com/broadinstitute/gatk/jobs/313702263) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.2/tests/test/index.html) |; | cloud | openjdk11 | [29897.15](https://travis-ci.com/broadinstitute/gatk/jobs/313702276) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.15/tests/test/index.html) |; | variantcalling | openjdk8 | [29897.4](https://travis-ci.com/broadinstitute/gatk/jobs/313702265) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.4/tests/test/index.html) |,MatchSource.ISSUE_COMMENT,broadinstitute,gatk,4.6.0.0,https://software.broadinstitute.org/gatk,https://github.com/broadinstitute/gatk/pull/6499#issuecomment-608574955
https://github.com/broadinstitute/gatk/pull/6499#issuecomment-608574955:523,Testability,log,logs,523,Travis reported job failures from build [29897](https://travis-ci.com/broadinstitute/gatk/builds/158264975); Failures in the following jobs:. | Test Type | JDK | Job ID | Logs |; | --------- |---- | ------ | ---- |; | python | openjdk8 | [29897.5](https://travis-ci.com/broadinstitute/gatk/jobs/313702266) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.5/tests/test/index.html) |; | integration | oraclejdk8 | [29897.12](https://travis-ci.com/broadinstitute/gatk/jobs/313702273) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.12/tests/test/index.html) |; | cloud | openjdk8 | [29897.1](https://travis-ci.com/broadinstitute/gatk/jobs/313702262) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.1/tests/test/index.html) |; | integration | openjdk11 | [29897.13](https://travis-ci.com/broadinstitute/gatk/jobs/313702274) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.13/tests/test/index.html) |; | integration | openjdk8 | [29897.2](https://travis-ci.com/broadinstitute/gatk/jobs/313702263) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.2/tests/test/index.html) |; | cloud | openjdk11 | [29897.15](https://travis-ci.com/broadinstitute/gatk/jobs/313702276) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.15/tests/test/index.html) |; | variantcalling | openjdk8 | [29897.4](https://travis-ci.com/broadinstitute/gatk/jobs/313702265) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.4/tests/test/index.html) |,MatchSource.ISSUE_COMMENT,broadinstitute,gatk,4.6.0.0,https://software.broadinstitute.org/gatk,https://github.com/broadinstitute/gatk/pull/6499#issuecomment-608574955
https://github.com/broadinstitute/gatk/pull/6499#issuecomment-608574955:571,Testability,test,test-logs,571,Travis reported job failures from build [29897](https://travis-ci.com/broadinstitute/gatk/builds/158264975); Failures in the following jobs:. | Test Type | JDK | Job ID | Logs |; | --------- |---- | ------ | ---- |; | python | openjdk8 | [29897.5](https://travis-ci.com/broadinstitute/gatk/jobs/313702266) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.5/tests/test/index.html) |; | integration | oraclejdk8 | [29897.12](https://travis-ci.com/broadinstitute/gatk/jobs/313702273) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.12/tests/test/index.html) |; | cloud | openjdk8 | [29897.1](https://travis-ci.com/broadinstitute/gatk/jobs/313702262) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.1/tests/test/index.html) |; | integration | openjdk11 | [29897.13](https://travis-ci.com/broadinstitute/gatk/jobs/313702274) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.13/tests/test/index.html) |; | integration | openjdk8 | [29897.2](https://travis-ci.com/broadinstitute/gatk/jobs/313702263) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.2/tests/test/index.html) |; | cloud | openjdk11 | [29897.15](https://travis-ci.com/broadinstitute/gatk/jobs/313702276) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.15/tests/test/index.html) |; | variantcalling | openjdk8 | [29897.4](https://travis-ci.com/broadinstitute/gatk/jobs/313702265) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.4/tests/test/index.html) |,MatchSource.ISSUE_COMMENT,broadinstitute,gatk,4.6.0.0,https://software.broadinstitute.org/gatk,https://github.com/broadinstitute/gatk/pull/6499#issuecomment-608574955
https://github.com/broadinstitute/gatk/pull/6499#issuecomment-608574955:611,Testability,test,tests,611,Travis reported job failures from build [29897](https://travis-ci.com/broadinstitute/gatk/builds/158264975); Failures in the following jobs:. | Test Type | JDK | Job ID | Logs |; | --------- |---- | ------ | ---- |; | python | openjdk8 | [29897.5](https://travis-ci.com/broadinstitute/gatk/jobs/313702266) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.5/tests/test/index.html) |; | integration | oraclejdk8 | [29897.12](https://travis-ci.com/broadinstitute/gatk/jobs/313702273) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.12/tests/test/index.html) |; | cloud | openjdk8 | [29897.1](https://travis-ci.com/broadinstitute/gatk/jobs/313702262) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.1/tests/test/index.html) |; | integration | openjdk11 | [29897.13](https://travis-ci.com/broadinstitute/gatk/jobs/313702274) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.13/tests/test/index.html) |; | integration | openjdk8 | [29897.2](https://travis-ci.com/broadinstitute/gatk/jobs/313702263) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.2/tests/test/index.html) |; | cloud | openjdk11 | [29897.15](https://travis-ci.com/broadinstitute/gatk/jobs/313702276) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.15/tests/test/index.html) |; | variantcalling | openjdk8 | [29897.4](https://travis-ci.com/broadinstitute/gatk/jobs/313702265) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.4/tests/test/index.html) |,MatchSource.ISSUE_COMMENT,broadinstitute,gatk,4.6.0.0,https://software.broadinstitute.org/gatk,https://github.com/broadinstitute/gatk/pull/6499#issuecomment-608574955
https://github.com/broadinstitute/gatk/pull/6499#issuecomment-608574955:617,Testability,test,test,617,Travis reported job failures from build [29897](https://travis-ci.com/broadinstitute/gatk/builds/158264975); Failures in the following jobs:. | Test Type | JDK | Job ID | Logs |; | --------- |---- | ------ | ---- |; | python | openjdk8 | [29897.5](https://travis-ci.com/broadinstitute/gatk/jobs/313702266) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.5/tests/test/index.html) |; | integration | oraclejdk8 | [29897.12](https://travis-ci.com/broadinstitute/gatk/jobs/313702273) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.12/tests/test/index.html) |; | cloud | openjdk8 | [29897.1](https://travis-ci.com/broadinstitute/gatk/jobs/313702262) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.1/tests/test/index.html) |; | integration | openjdk11 | [29897.13](https://travis-ci.com/broadinstitute/gatk/jobs/313702274) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.13/tests/test/index.html) |; | integration | openjdk8 | [29897.2](https://travis-ci.com/broadinstitute/gatk/jobs/313702263) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.2/tests/test/index.html) |; | cloud | openjdk11 | [29897.15](https://travis-ci.com/broadinstitute/gatk/jobs/313702276) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.15/tests/test/index.html) |; | variantcalling | openjdk8 | [29897.4](https://travis-ci.com/broadinstitute/gatk/jobs/313702265) | [logs](https://storage.googleapis.com/hellbender-test-logs/build_reports/master_29897.4/tests/test/index.html) |,MatchSource.ISSUE_COMMENT,broadinstitute,gatk,4.6.0.0,https://software.broadinstitute.org/gatk,https://github.com/broadinstitute/gatk/pull/6499#issuecomment-608574955
